H	H+	C+	C+2	C+3	O+5	O+6	Si+	Si+2	Si+3
1.17489e+16	5.50160e+16	1.07414e+11	1.23556e+10	1.28786e+06	0	0	1.36656e+10	1.25520e+09	8.12502e+06
1.17489e+16	5.50048e+16	1.17759e+11	1.35437e+10	1.41160e+06	0	0	1.49829e+10	1.37467e+09	8.90614e+06
1.17489e+16	5.49929e+16	1.29098e+11	1.48457e+10	1.54718e+06	0	0	1.64272e+10	1.50539e+09	9.76214e+06
1.17489e+16	5.49796e+16	1.41526e+11	1.62723e+10	1.69572e+06	0	0	1.80104e+10	1.64831e+09	1.07000e+07
1.17489e+16	5.49647e+16	1.55147e+11	1.78353e+10	1.85843e+06	0	0	1.97461e+10	1.80451e+09	1.17275e+07
1.17489e+16	5.49488e+16	1.70077e+11	1.95479e+10	2.03667e+06	0	0	2.16488e+10	1.97527e+09	1.28532e+07
1.17489e+16	5.49312e+16	1.86440e+11	2.14241e+10	2.23190e+06	0	0	2.37347e+10	2.16182e+09	1.40864e+07
1.17490e+16	5.49169e+16	2.04385e+11	2.34827e+10	2.44617e+06	0	0	2.60227e+10	2.36616e+09	1.54395e+07
1.17489e+16	5.48954e+16	2.24036e+11	2.57339e+10	2.68031e+06	0	0	2.85292e+10	2.58853e+09	1.69189e+07
1.17490e+16	5.48725e+16	2.45571e+11	2.81998e+10	2.93672e+06	0	0	3.12768e+10	2.83132e+09	1.85394e+07
1.17490e+16	5.48471e+16	2.69166e+11	3.09000e+10	3.21742e+06	0	0	3.42885e+10	3.09604e+09	2.03138e+07
1.17489e+16	5.48189e+16	2.95018e+11	3.38564e+10	3.52462e+06	0	0	3.75895e+10	3.38456e+09	2.22562e+07
1.17490e+16	5.47880e+16	3.23339e+11	3.70928e+10	3.86080e+06	0	0	4.12074e+10	3.69883e+09	2.43825e+07
1.17490e+16	5.47538e+16	3.54364e+11	4.06352e+10	4.22862e+06	0	0	4.51725e+10	4.04091e+09	2.67096e+07
1.17490e+16	5.47163e+16	3.88347e+11	4.45121e+10	4.63096e+06	0	0	4.95181e+10	4.41296e+09	2.92560e+07
1.17489e+16	5.46751e+16	4.25566e+11	4.87539e+10	5.07097e+06	0	0	5.42802e+10	4.81734e+09	3.20420e+07
1.17489e+16	5.46296e+16	4.66324e+11	5.33940e+10	5.55200e+06	0	0	5.94984e+10	5.25627e+09	3.50890e+07
1.17490e+16	5.45776e+16	5.10939e+11	5.84656e+10	6.07736e+06	0	0	6.52151e+10	5.73142e+09	3.84190e+07
1.17490e+16	5.45224e+16	5.59797e+11	6.40135e+10	6.65175e+06	0	0	7.14796e+10	6.24691e+09	4.20612e+07
1.17489e+16	5.44614e+16	6.13275e+11	7.00770e+10	7.27903e+06	0	0	7.83425e+10	6.80435e+09	4.60414e+07
1.17490e+16	5.43942e+16	6.71804e+11	7.67023e+10	7.96386e+06	0	0	8.58606e+10	7.40640e+09	5.03897e+07
1.17489e+16	5.43201e+16	7.35846e+11	8.39384e+10	8.71112e+06	0	0	9.40953e+10	8.05534e+09	5.51381e+07
1.17490e+16	5.42403e+16	8.05926e+11	9.18432e+10	9.52676e+06	0	0	1.03116e+11	8.75484e+09	6.03247e+07
1.17489e+16	5.41488e+16	8.82534e+11	1.00460e+11	1.04146e+07	0	0	1.12990e+11	9.50361e+09	6.59777e+07
1.17489e+16	5.40487e+16	9.66303e+11	1.09861e+11	1.13820e+07	0	0	1.23802e+11	1.03053e+10	7.21436e+07
1.17489e+16	5.39401e+16	1.05789e+12	1.20114e+11	1.24358e+07	0	0	1.35641e+11	1.11622e+10	7.88678e+07
1.17490e+16	5.38171e+16	1.15792e+12	1.31271e+11	1.35805e+07	0	0	1.48593e+11	1.20711e+10	8.61841e+07
1.17490e+16	5.36804e+16	1.26716e+12	1.43411e+11	1.48237e+07	0	0	1.62765e+11	1.30328e+10	9.41441e+07
1.17489e+16	5.35285e+16	1.38640e+12	1.56607e+11	1.61723e+07	0	0	1.78266e+11	1.40449e+10	1.02796e+08
1.17489e+16	5.33575e+16	1.51643e+12	1.70926e+11	1.76321e+07	0	0	1.95211e+11	1.51012e+10	1.12185e+08
