# %ECSV 1.0
# ---
# datatype:
# - {name: H, datatype: float64}
# - {name: H+, datatype: float64}
# - {name: C+, datatype: float64}
# - {name: C+2, datatype: float64}
# - {name: C+3, datatype: float64}
# - {name: O+5, datatype: float64}
# - {name: O+6, datatype: float64}
# - {name: Si+, datatype: float64}
# - {name: Si+2, datatype: float64}
# - {name: Si+3, datatype: float64}
# - {name: log_nH, datatype: float64}
# - {name: parameters, datatype: string, subtype: 'float64[1]'}
# schema: astropy-2.0
H H+ C+ C+2 C+3 O+5 O+6 Si+ Si+2 Si+3 log_nH parameters
1.25892e+16 5.29626e+17 7191320000000.0 7323320000000.0 32264300000.0 0.0 0.0 778319000000.0 929272000000.0 46424700000.0 -1.98 [-1.98]
1.25892e+16 5.04502e+17 7022150000000.0 6820720000000.0 27721100000.0 0.0 0.0 767338000000.0 864467000000.0 41149400000.0 -1.96 [-1.96]
1.25892e+16 4.80616e+17 6853750000000.0 6349990000000.0 23804500000.0 0.0 0.0 755891000000.0 803514000000.0 36448300000.0 -1.94 [-1.94]
1.25892e+16 4.57902e+17 6686250000000.0 5909280000000.0 20430200000.0 0.0 0.0 744010000000.0 746230000000.0 32262800000.0 -1.92 [-1.92]
1.25892e+16 4.363e+17 6519840000000.0 5496940000000.0 17525200000.0 0.0 0.0 731726000000.0 692455000000.0 28540200000.0 -1.9 [-1.9]
1.25892e+16 4.15756e+17 6354680000000.0 5111350000000.0 15026200000.0 0.0 0.0 719070000000.0 642032000000.0 25232600000.0 -1.88 [-1.88]
1.25892e+16 3.96214e+17 6190920000000.0 4750940000000.0 12877600000.0 0.0 0.0 706077000000.0 594793000000.0 22296200000.0 -1.86 [-1.86]
1.25892e+16 3.77635e+17 6028840000000.0 4414430000000.0 11032100000.0 0.0 0.0 692767000000.0 550633000000.0 19692800000.0 -1.84 [-1.84]
1.25892e+16 3.5996e+17 5868490000000.0 4100250000000.0 9447350000.0 0.0 0.0 679189000000.0 509359000000.0 17385500000.0 -1.82 [-1.82]
1.25892e+16 3.43151e+17 5710090000000.0 3807190000000.0 8087690000.0 0.0 0.0 665370000000.0 470849000000.0 15342900000.0 -1.8 [-1.8]
1.25892e+16 3.27161e+17 5553720000000.0 3533900000000.0 6921540000.0 0.0 0.0 651353000000.0 434938000000.0 13535600000.0 -1.78 [-1.78]
1.25892e+16 3.11954e+17 5399610000000.0 3279270000000.0 5922130000.0 0.0 0.0 637164000000.0 401518000000.0 11938000000.0 -1.76 [-1.76]
1.25892e+16 2.9746e+17 5247490000000.0 3041670000000.0 5064780000.0 0.0 0.0 622837000000.0 370350000000.0 10524500000.0 -1.74 [-1.74]
1.25892e+16 2.83717e+17 5098310000000.0 2821200000000.0 4332320000.0 0.0 0.0 608454000000.0 341493000000.0 9279490000.0 -1.72 [-1.72]
1.25892e+16 2.70618e+17 4951410000000.0 2615690000000.0 3704490000.0 0.0 0.0 593994000000.0 314650000000.0 8179200000.0 -1.7 [-1.7]
1.25892e+16 2.58158e+17 4807180000000.0 2424600000000.0 3167340000.0 0.0 0.0 579508000000.0 289766000000.0 7208750000.0 -1.68 [-1.68]
1.25892e+16 2.46301e+17 4665660000000.0 2246950000000.0 2707830000.0 0.0 0.0 565033000000.0 266705000000.0 6353030000.0 -1.66 [-1.66]
1.25892e+16 2.35041e+17 4527220000000.0 2082200000000.0 2315370000.0 0.0 0.0 550623000000.0 245405000000.0 5599870000.0 -1.64 [-1.64]
1.25892e+16 2.24311e+17 4391480000000.0 1928980000000.0 1979490000.0 0.0 0.0 536253000000.0 225694000000.0 4935570000.0 -1.62 [-1.62]
1.25892e+16 2.141e+17 4258660000000.0 1786730000000.0 1692410000.0 0.0 0.0 521983000000.0 207479000000.0 4350400000.0 -1.6 [-1.6]
1.25892e+16 2.04381e+17 4128820000000.0 1654730000000.0 1447080000.0 0.0 0.0 507840000000.0 190661000000.0 3835050000.0 -1.58 [-1.58]
1.25892e+16 1.95131e+17 4001980000000.0 1532280000000.0 1237440000.0 0.0 0.0 493850000000.0 175143000000.0 3381250000.0 -1.56 [-1.56]
1.25892e+16 1.86233e+17 3876880000000.0 1417570000000.0 1057070000.0 0.0 0.0 479877000000.0 160698000000.0 2978840000.0 -1.54 [-1.54]
1.25892e+16 1.77909e+17 3756960000000.0 1313080000000.0 904931000.0 0.0 0.0 466362000000.0 147600000000.0 2629050000.0 -1.52 [-1.52]
1.25892e+16 1.69932e+17 3639360000000.0 1215600000000.0 774300000.0 0.0 0.0 452954000000.0 135477000000.0 2319610000.0 -1.5 [-1.5]
1.25892e+16 1.62336e+17 3524820000000.0 1125290000000.0 662697000.0 0.0 0.0 439777000000.0 124320000000.0 2047180000.0 -1.48 [-1.48]
1.25892e+16 1.55103e+17 3413370000000.0 1041650000000.0 567356000.0 0.0 0.0 426847000000.0 114060000000.0 1807350000.0 -1.46 [-1.46]
1.25892e+16 1.48219e+17 3305050000000.0 964257000000.0 485922000.0 0.0 0.0 414177000000.0 104641000000.0 1596270000.0 -1.44 [-1.44]
1.25892e+16 1.41661e+17 3199750000000.0 892596000000.0 416323000.0 0.0 0.0 401776000000.0 95981200000.0 1410360000.0 -1.42 [-1.42]
1.25892e+16 1.35417e+17 3097540000000.0 826305000000.0 356856000.0 0.0 0.0 389657000000.0 88036300000.0 1246680000.0 -1.4 [-1.4]
1.25892e+16 1.29472e+17 2998390000000.0 765002000000.0 306040000.0 0.0 0.0 377828000000.0 80752000000.0 1102540000.0 -1.38 [-1.38]
1.25892e+16 1.23809e+17 2902210000000.0 708289000000.0 262587000.0 0.0 0.0 366293000000.0 74067000000.0 975530000.0 -1.36 [-1.36]
1.25892e+16 1.18409e+17 2808890000000.0 655794000000.0 225403000.0 0.0 0.0 355046000000.0 67930600000.0 863530000.0 -1.34 [-1.34]
1.25892e+16 1.1328e+17 2718780000000.0 607393000000.0 193655000.0 0.0 0.0 344122000000.0 62339000000.0 765000000.0 -1.32 [-1.32]
1.25892e+16 1.08363e+17 2630970000000.0 562388000000.0 166380000.0 0.0 0.0 333462000000.0 57157900000.0 677756000.0 -1.3 [-1.3]
1.25892e+16 1.03711e+17 2546600000000.0 521054000000.0 143137000.0 0.0 0.0 323158000000.0 52465400000.0 601151000.0 -1.28 [-1.28]
1.25892e+16 9.92674e+16 2464800000000.0 482777000000.0 123202000.0 0.0 0.0 313153000000.0 48144300000.0 533448000.0 -1.26 [-1.26]
1.25892e+16 9.50346e+16 2385760000000.0 447407000000.0 106124000.0 0.0 0.0 303451000000.0 44193100000.0 473686000.0 -1.24 [-1.24]
1.25892e+16 9.09986e+16 2309340000000.0 414702000000.0 91477200.0 0.0 0.0 294048000000.0 40574300000.0 420884000.0 -1.22 [-1.22]
1.25892e+16 8.71216e+16 2234950000000.0 384242000000.0 78848700.0 0.0 0.0 284867000000.0 37242300000.0 373993000.0 -1.2 [-1.2]
1.25892e+16 8.34731e+16 2164050000000.0 356455000000.0 68109100.0 0.0 0.0 276105000000.0 34226100000.0 332890000.0 -1.18 [-1.18]
1.25892e+16 7.99601e+16 2094920000000.0 330521000000.0 58824500.0 0.0 0.0 267551000000.0 31437100000.0 296295000.0 -1.16 [-1.16]
1.25892e+16 7.6627e+16 2028560000000.0 306672000000.0 50875100.0 0.0 0.0 259326000000.0 28896700000.0 264015000.0 -1.14 [-1.14]
1.25892e+16 7.34487e+16 1964550000000.0 284628000000.0 44040300.0 0.0 0.0 251385000000.0 26571200000.0 235429000.0 -1.12 [-1.12]
1.25892e+16 7.04213e+16 1902900000000.0 264275000000.0 38164000.0 0.0 0.0 243728000000.0 24446800000.0 210119000.0 -1.1 [-1.1]
1.25892e+16 6.75297e+16 1843400000000.0 245436000000.0 33099700.0 0.0 0.0 236333000000.0 22497000000.0 187659000.0 -1.08 [-1.08]
1.25892e+16 6.4771e+16 1786040000000.0 228016000000.0 28735600.0 0.0 0.0 229203000000.0 20711200000.0 167732000.0 -1.06 [-1.06]
1.25892e+16 6.21388e+16 1730780000000.0 211908000000.0 24972100.0 0.0 0.0 222330000000.0 19075700000.0 150042000.0 -1.04 [-1.04]
1.25892e+16 5.96359e+16 1677730000000.0 197063000000.0 21731500.0 0.0 0.0 215735000000.0 17578900000.0 134361000.0 -1.02 [-1.02]
1.25892e+16 5.72399e+16 1626480000000.0 183284000000.0 18925700.0 0.0 0.0 209359000000.0 16208100000.0 120393000.0 -1.0 [-1.0]
1.25892e+16 5.4952e+16 1577100000000.0 170532000000.0 16499300.0 0.0 0.0 203219000000.0 14949600000.0 107964000.0 -0.98 [-0.98]
1.25892e+16 5.27662e+16 1529530000000.0 158723000000.0 14398800.0 0.0 0.0 197305000000.0 13795000000.0 96896200.0 -0.96 [-0.96]
1.25892e+16 5.06795e+16 1483730000000.0 147794000000.0 12579800.0 0.0 0.0 191615000000.0 12736700000.0 87037900.0 -0.94 [-0.94]
1.25892e+16 4.86866e+16 1439640000000.0 137674000000.0 11002800.0 0.0 0.0 186140000000.0 11765800000.0 78249300.0 -0.92 [-0.92]
1.25892e+16 4.67844e+16 1397240000000.0 128306000000.0 9634800.0 0.0 0.0 180875000000.0 10876700000.0 70411600.0 -0.9 [-0.9]
1.25892e+16 4.4964e+16 1356340000000.0 119615000000.0 8445510.0 0.0 0.0 175806000000.0 10056700000.0 63407800.0 -0.88 [-0.88]
1.25892e+16 4.32258e+16 1317020000000.0 111567000000.0 7411900.0 0.0 0.0 170934000000.0 9305410000.0 57152600.0 -0.86 [-0.86]
1.25892e+16 4.15619e+16 1279100000000.0 104095000000.0 6511510.0 0.0 0.0 166244000000.0 8612980000.0 51554800.0 -0.84 [-0.84]
1.25892e+16 3.99763e+16 1242720000000.0 97185100000.0 5728480.0 0.0 0.0 161746000000.0 7980600000.0 46553800.0 -0.82 [-0.82]
1.25892e+16 3.84578e+16 1207640000000.0 90765600000.0 5044870.0 0.0 0.0 157416000000.0 7397130000.0 42071000.0 -0.8 [-0.8]
1.25892e+16 3.70055e+16 1173880000000.0 84808200000.0 4448040.0 0.0 0.0 153253000000.0 6860380000.0 38053000.0 -0.78 [-0.78]
1.25892e+16 3.56164e+16 1141380000000.0 79277400000.0 3926410.0 0.0 0.0 149252000000.0 6366330000.0 34448700.0 -0.76 [-0.76]
1.25892e+16 3.42873e+16 1110090000000.0 74141000000.0 3470020.0 0.0 0.0 145406000000.0 5911390000.0 31213000.0 -0.74 [-0.74]
1.25892e+16 3.30155e+16 1079960000000.0 69368700000.0 3070270.0 0.0 0.0 141709000000.0 5492250000.0 28305900.0 -0.72 [-0.72]
1.25892e+16 3.17982e+16 1050950000000.0 64933000000.0 2719750.0 0.0 0.0 138156000000.0 5105890000.0 25691800.0 -0.7 [-0.7]
1.25892e+16 3.06327e+16 1023010000000.0 60808600000.0 2412080.0 0.0 0.0 134740000000.0 4749570000.0 23339200.0 -0.68 [-0.68]
1.25892e+16 2.95167e+16 996109000000.0 56972000000.0 2141700.0 0.0 0.0 131457000000.0 4420790000.0 21220400.0 -0.66 [-0.66]
1.25892e+16 2.84479e+16 970193000000.0 53401600000.0 1903850.0 0.0 0.0 128301000000.0 4117270000.0 19310500.0 -0.64 [-0.64]
1.25892e+16 2.74238e+16 945225000000.0 50077400000.0 1694360.0 0.0 0.0 125266000000.0 3836880000.0 17587400.0 -0.62 [-0.62]
1.25892e+16 2.64426e+16 921166000000.0 46981100000.0 1509670.0 0.0 0.0 122349000000.0 3577730000.0 16031700.0 -0.6 [-0.6]
1.25892e+16 2.5502e+16 897979000000.0 44095600000.0 1346640.0 0.0 0.0 119545000000.0 3338030000.0 14625900.0 -0.58 [-0.58]
1.25892e+16 2.46004e+16 875630000000.0 41405900000.0 1202580.0 0.0 0.0 116848000000.0 3116300000.0 13354500.0 -0.56 [-0.56]
1.25892e+16 2.37359e+16 854083000000.0 38897100000.0 1075150.0 0.0 0.0 114254000000.0 2911010000.0 12203800.0 -0.54 [-0.54]
1.25892e+16 2.29066e+16 833305000000.0 36556200000.0 962294.0 0.0 0.0 111760000000.0 2720850000.0 11161400.0 -0.52 [-0.52]
1.25892e+16 2.2111e+16 813260000000.0 34370500000.0 862231.0 0.0 0.0 109360000000.0 2544510000.0 10216300.0 -0.5 [-0.5]
1.25892e+16 2.13475e+16 793923000000.0 32329300000.0 773423.0 0.0 0.0 107052000000.0 2381030000.0 9358840.0 -0.48 [-0.48]
1.25892e+16 2.06148e+16 775264000000.0 30422000000.0 694516.0 0.0 0.0 104832000000.0 2229340000.0 8580190.0 -0.46 [-0.46]
1.25892e+16 1.99112e+16 757248000000.0 28638700000.0 624321.0 0.0 0.0 102695000000.0 2088450000.0 7872490.0 -0.44 [-0.44]
1.25892e+16 1.92358e+16 739864000000.0 26971700000.0 561832.0 0.0 0.0 100639000000.0 1957670000.0 7228960.0 -0.42 [-0.42]
1.25892e+16 1.8587e+16 723068000000.0 25411300000.0 506117.0 0.0 0.0 98659600000.0 1836020000.0 6643100.0 -0.4 [-0.4]
1.25892e+16 1.79636e+16 706843000000.0 23950600000.0 456398.0 0.0 0.0 96754100000.0 1722860000.0 6109380.0 -0.38 [-0.38]
1.25892e+16 1.73645e+16 691164000000.0 22582500000.0 411982.0 0.0 0.0 94919500000.0 1617550000.0 5622800.0 -0.36 [-0.36]
1.25892e+16 1.67886e+16 676008000000.0 21300600000.0 372263.0 0.0 0.0 93152900000.0 1519500000.0 5178830.0 -0.34 [-0.34]
1.25892e+16 1.6235e+16 661353000000.0 20098900000.0 336704.0 0.0 0.0 91451300000.0 1428110000.0 4773420.0 -0.32 [-0.32]
1.25892e+16 1.57025e+16 647178000000.0 18971700000.0 304837.0 0.0 0.0 89812200000.0 1342900000.0 4402940.0 -0.3 [-0.3]
1.25892e+16 1.51903e+16 633462000000.0 17914000000.0 276250.0 0.0 0.0 88232800000.0 1263400000.0 4064110.0 -0.28 [-0.28]
1.25892e+16 1.46974e+16 620187000000.0 16921100000.0 250579.0 0.0 0.0 86710900000.0 1189190000.0 3754010.0 -0.26 [-0.26]
1.25892e+16 1.42231e+16 607334000000.0 15988500000.0 227504.0 0.0 0.0 85244000000.0 1119880000.0 3469970.0 -0.24 [-0.24]
1.25892e+16 1.37665e+16 594885000000.0 15112200000.0 206741.0 0.0 0.0 83829800000.0 1055100000.0 3209620.0 -0.22 [-0.22]
1.25892e+16 1.33269e+16 582823000000.0 14288500000.0 188040.0 0.0 0.0 82466400000.0 994528000.0 2970810.0 -0.2 [-0.2]
1.25892e+16 1.29035e+16 571133000000.0 13513800000.0 171180.0 0.0 0.0 81151500000.0 937850000.0 2751590.0 -0.18 [-0.18]
1.25892e+16 1.24956e+16 559798000000.0 12784900000.0 155965.0 0.0 0.0 79883200000.0 884788000.0 2550210.0 -0.16 [-0.16]
1.25892e+16 1.21026e+16 548803000000.0 12098800000.0 142222.0 0.0 0.0 78659600000.0 835074000.0 2365080.0 -0.14 [-0.14]
1.25892e+16 1.17238e+16 538136000000.0 11452700000.0 129797.0 0.0 0.0 77478900000.0 788485000.0 2194780.0 -0.12 [-0.12]
1.25892e+16 1.13586e+16 527781000000.0 10844000000.0 118553.0 0.0 0.0 76339400000.0 744794000.0 2038010.0 -0.1 [-0.1]
1.25892e+16 1.10065e+16 517727000000.0 10270300000.0 108369.0 0.0 0.0 75239500000.0 703797000.0 1893590.0 -0.08 [-0.08]
1.25892e+16 1.06669e+16 507960000000.0 9729400000.0 99135.4 0.0 0.0 74177500000.0 665307000.0 1760460.0 -0.06 [-0.06]
1.25892e+16 1.03393e+16 498469000000.0 9219190000.0 90757.6 0.0 0.0 73152000000.0 629150000.0 1637650.0 -0.04 [-0.04]
1.25892e+16 1.00232e+16 489243000000.0 8737760000.0 83149.3 0.0 0.0 72161500000.0 595173000.0 1524290.0 -0.02 [-0.02]
1.25892e+16 9718100000000000.0 480270000000.0 8283250000.0 0.0 0.0 0.0 71204500000.0 563206000.0 1419580.0 -0.0 [-0.0]
1.25892e+16 9423620000000000.0 471541000000.0 7854090000.0 0.0 0.0 0.0 70279900000.0 533147000.0 1322800.0 0.02 [0.02]
1.25892e+16 9139250000000000.0 463045000000.0 7448640000.0 0.0 0.0 0.0 69386400000.0 504837000.0 1233300.0 0.04 [0.04]
1.25892e+16 8864300000000000.0 454765000000.0 7065150000.0 0.0 0.0 0.0 68521700000.0 478079000.0 1150440.0 0.06 [0.06]
1.25892e+16 8599320000000000.0 446716000000.0 6703240000.0 0.0 0.0 0.0 67687500000.0 453040000.0 1073770.0 0.08 [0.08]
1.25892e+16 8341920000000000.0 438833000000.0 6359490000.0 0.0 0.0 0.0 66876600000.0 429192000.0 1002600.0 0.1 [0.1]
1.25892e+16 8094240000000000.0 431182000000.0 6035490000.0 0.0 0.0 0.0 66095700000.0 406844000.0 936720.0 0.12 [0.12]
1.25892e+16 7854750000000000.0 423718000000.0 5728790000.0 0.0 0.0 0.0 65340000000.0 385727000.0 875597.0 0.14 [0.14]
1.25892e+16 7623300000000000.0 416439000000.0 5438550000.0 0.0 0.0 0.0 64609100000.0 365807000.0 818867.0 0.16 [0.16]
1.25892e+16 7399470000000000.0 409336000000.0 5163700000.0 0.0 0.0 0.0 63901700000.0 346984000.0 766178.0 0.18 [0.18]
1.25892e+16 7183580000000000.0 402421000000.0 4903960000.0 0.0 0.0 0.0 63219000000.0 329227000.0 717259.0 0.2 [0.2]
1.25892e+16 6974130000000000.0 395648000000.0 4657250000.0 0.0 0.0 0.0 62556100000.0 312395000.0 671730.0 0.22 [0.22]
1.25892e+16 6771450000000000.0 389030000000.0 4423430000.0 0.0 0.0 0.0 61914100000.0 296461000.0 629376.0 0.24 [0.24]
1.25892e+16 6575300000000000.0 382563000000.0 4201770000.0 0.0 0.0 0.0 61292500000.0 281381000.0 589953.0 0.26 [0.26]
1.25892e+16 6385430000000000.0 376239000000.0 3991580000.0 0.0 0.0 0.0 60690300000.0 267095000.0 553238.0 0.28 [0.28]
1.25892e+16 6201590000000000.0 370054000000.0 3792210000.0 0.0 0.0 0.0 60106800000.0 253556000.0 519028.0 0.3 [0.3]
1.25892e+16 6023560000000000.0 364003000000.0 3603070000.0 0.0 0.0 0.0 59541400000.0 240720000.0 487137.0 0.32 [0.32]
1.25892e+16 5851140000000000.0 358080000000.0 3423580000.0 0.0 0.0 0.0 58993400000.0 228546000.0 457392.0 0.34 [0.34]
1.25892e+16 5684110000000000.0 352281000000.0 3253230000.0 0.0 0.0 0.0 58462200000.0 216995000.0 429634.0 0.36 [0.36]
1.25892e+16 5522570000000000.0 346609000000.0 3091710000.0 0.0 0.0 0.0 57948200000.0 206091000.0 403728.0 0.38 [0.38]
1.25892e+16 5365690000000000.0 341044000000.0 2938110000.0 0.0 0.0 0.0 57448600000.0 195660000.0 379520.0 0.4 [0.4]
1.25892e+16 5212970000000000.0 335567000000.0 2791780000.0 0.0 0.0 0.0 56961900000.0 185684000.0 356876.0 0.42 [0.42]
1.25892e+16 5066160000000000.0 330240000000.0 2653670000.0 0.0 0.0 0.0 56493900000.0 176318000.0 335748.0 0.44 [0.44]
1.25893e+16 4922570000000000.0 324974000000.0 2521610000.0 0.0 0.0 0.0 56035700000.0 167292000.0 315947.0 0.46 [0.46]
1.25892e+16 4784130000000000.0 319835000000.0 2396670000.0 0.0 0.0 0.0 55593700000.0 158786000.0 297442.0 0.48 [0.48]
1.25892e+16 4649600000000000.0 314786000000.0 2277800000.0 0.0 0.0 0.0 55163900000.0 150656000.0 280113.0 0.5 [0.5]
1.25893e+16 4519000000000000.0 309828000000.0 2164780000.0 0.0 0.0 0.0 54746300000.0 142889000.0 263883.0 0.52 [0.52]
1.25893e+16 4392310000000000.0 304961000000.0 2057370000.0 0.0 0.0 0.0 54341000000.0 135501000.0 248676.0 0.54 [0.54]
1.25893e+16 4269330000000000.0 300181000000.0 1955250000.0 0.0 0.0 0.0 53947300000.0 128454000.0 234423.0 0.56 [0.56]
1.25893e+16 4149920000000000.0 295484000000.0 1858150000.0 0.0 0.0 0.0 53564700000.0 121726000.0 221057.0 0.58 [0.58]
1.25893e+16 4034060000000000.0 290871000000.0 1765850000.0 0.0 0.0 0.0 53193200000.0 115331000.0 208519.0 0.6 [0.6]
1.25893e+16 3921400000000000.0 286334000000.0 1678020000.0 0.0 0.0 0.0 52831700000.0 109188000.0 196753.0 0.62 [0.62]
1.25893e+16 3811930000000000.0 281873000000.0 1594490000.0 0.0 0.0 0.0 52480200000.0 103314000.0 185707.0 0.64 [0.64]
1.25892e+16 3705530000000000.0 277485000000.0 1515030000.0 0.0 0.0 0.0 52138200000.0 97689100.0 175333.0 0.66 [0.66]
1.25893e+16 3602360000000000.0 273183000000.0 1439600000.0 0.0 0.0 0.0 51806400000.0 92302700.0 165593.0 0.68 [0.68]
1.25893e+16 3501770000000000.0 268938000000.0 1367690000.0 0.0 0.0 0.0 51482500000.0 87140800.0 156434.0 0.7 [0.7]
1.25893e+16 3403910000000000.0 264759000000.0 1299270000.0 0.0 0.0 0.0 51167100000.0 82187700.0 147823.0 0.72 [0.72]
1.25893e+16 3308690000000000.0 260646000000.0 1234190000.0 0.0 0.0 0.0 50860000000.0 77435000.0 139725.0 0.74 [0.74]
1.25893e+16 3215620000000000.0 256580000000.0 1172090000.0 0.0 0.0 0.0 50559300000.0 72849700.0 132101.0 0.76 [0.76]
1.25893e+16 3125190000000000.0 252587000000.0 1113120000.0 0.0 0.0 0.0 50266900000.0 68444900.0 124930.0 0.78 [0.78]
1.25893e+16 3037390000000000.0 248665000000.0 1057130000.0 0.0 0.0 0.0 49982700000.0 64232800.0 118183.0 0.8 [0.8]
1.25893e+16 2951960000000000.0 244815000000.0 1003950000.0 0.0 0.0 0.0 49705800000.0 60155400.0 111835.0 0.82 [0.82]
1.25893e+16 2868270000000000.0 241005000000.0 953208000.0 0.0 0.0 0.0 49434100000.0 56202600.0 105851.0 0.84 [0.84]
1.25893e+16 2786440000000000.0 237242000000.0 904870000.0 0.0 0.0 0.0 49167900000.0 52386800.0 100210.0 0.86 [0.86]
1.25893e+16 2706580000000000.0 233541000000.0 858936000.0 0.0 0.0 0.0 48907700000.0 48677600.0 94897.6 0.88 [0.88]
1.25892e+16 2628500000000000.0 229898000000.0 815268000.0 0.0 0.0 0.0 48652700000.0 45069700.0 89891.2 0.9 [0.9]
1.25893e+16 2552000000000000.0 226311000000.0 773755000.0 0.0 0.0 0.0 48402300000.0 41534400.0 85173.0 0.92 [0.92]
1.25893e+16 2476590000000000.0 222776000000.0 734238000.0 0.0 0.0 0.0 48154700000.0 38003800.0 80726.1 0.94 [0.94]
1.25893e+16 2402680000000000.0 219302000000.0 696754000.0 0.0 0.0 0.0 47911200000.0 34564900.0 76534.6 0.96 [0.96]
1.25892e+16 2328400000000000.0 215839000000.0 660824000.0 0.0 0.0 0.0 47664900000.0 31036000.0 72578.1 0.98 [0.98]
236343000000000.0 30269100000000.0 3740610000.0 9398920.0 0.0 0.0 0.0 840056000.0 1439.43 1300.38 1.0 [1.0]
